"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 24 11:50:47 CST 2022","Thu Mar 24 11:50:48 CST 2022","1176","testcase","test_login","TestLogin","","","登录正向用例",""
"passed","Thu Mar 24 11:50:48 CST 2022","Thu Mar 24 11:50:49 CST 2022","651","testcase","test_login","TestLogin","","","登录正向用例",""
