"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 26 10:55:01 CST 2022","Sat Mar 26 10:55:02 CST 2022","647","testcase","test_login","TestLogin","","","登录正向用例",""
"passed","Sat Mar 26 10:55:01 CST 2022","Sat Mar 26 10:55:01 CST 2022","438","testcase","test_login","TestLogin","","","登录正向用例",""
